,timestamp,image_path,Lat,Lon,GPS_MSL_Alt,WGS_84_Alt,Press_Alt,Grnd_Spd,True_Airspeed,Mach_Number,Vert_Velocity,True_Hdg,Track,Drift,Pitch,Roll,Ambient_Temp,Total_Temp,Static_Press,Dynamic_Press,Cabin_Pressure,Wind_Speed,Wind_Dir,Solar_Zenith,Sun_Elev_AC,Sun_Az_Grd,Sun_Az_AC,hour_of_day,day_of_year,validation_height,sequence_length,Estimated height,Diff,Speed
97740,18-04-2017 18:24:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182415_frame_97740.jpg,34.39775195,-85.83711269,19946.8,19946.2,65022.5,212.8,208.2,0.718,140,-178.35,179.7,-2,0.63,0,-63.9,-42.3,56.3,23.1,309,9,307.1,25.1,64.2,-156,22.5,18.4,108,13641,241,13173,468,0.043989614
98040,18-04-2017 18:24:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182420_frame_98040.jpg,34.38820663,-85.83716808,19950.5,19949.7,65037.5,212.3,207.5,0.716,151,-178.16,179.7,-2.1,0.68,-0.2,-63.9,-42.5,56.3,22.9,307.5,9.7,307.1,25.1,64.1,-155.9,22.7,18.4,108,13641,241,13356,285,0.045074442
98340,18-04-2017 18:24:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_182425_frame_98340.jpg,34.37868011,-85.83688161,19953.8,19953.4,65052.5,212,206.5,0.712,48,-178.38,179.7,-1.9,0.59,-0.21,-63.4,-42.2,56.2,22.6,307.5,9.5,312,25.1,64.2,-155.9,23.1,18.4,108,13671,241,13666,5,0.047208381
98640,18-04-2017 18:24:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182430_frame_98640.jpg,34.36916076,-85.83694061,19954.1,19954.3,65052.5,211.8,206.5,0.712,-85,-178.46,179.7,-1.8,0.39,0.1,-63.6,-42.3,56.2,22.7,308.2,9.1,312.5,25.1,64.5,-155.8,22.8,18.4,108,13701,241,13611,90,0.046747061
98940,18-04-2017 18:24:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182435_frame_98940.jpg,34.35965268,-85.83698795,19950.8,19951.7,65035,211.7,206.4,0.712,-202,-178.35,179.8,-1.9,0.33,0.04,-63.8,-42.6,56.3,22.6,308.1,9.1,312.3,25.1,64.5,-155.7,22.9,18.4,108,13701,241,12856,845,0.041777845
99240,18-04-2017 18:24:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182440_frame_99240.jpg,34.35014887,-85.83702457,19945.8,19946.6,65007.5,211.6,206.2,0.711,-112,-178.32,179.8,-1.9,0.58,-0.03,-63.5,-42.3,56.4,22.6,308.2,9.3,312.5,25.1,64.3,-155.7,22.8,18.4,108,13671,241,13084,587,0.043173835
99540,18-04-2017 18:24:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182445_frame_99540.jpg,34.34065123,-85.83671473,19945.2,19944.8,65007.5,211.2,205.9,0.71,89,-178.28,179.8,-1.9,0.87,-0.08,-63.4,-42.2,56.4,22.5,307.1,9.1,312.3,25.1,64,-155.6,22.7,18.4,108,13671,241,12573,1098,0.040117224
99840,18-04-2017 18:24:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182450_frame_99840.jpg,34.33117885,-85.83674255,19949.2,19948.2,65025,210.7,205.6,0.709,172,-178.2,179.9,-1.9,0.98,-0.18,-63.8,-42.8,56.3,22.5,308,9.1,310.5,25.1,63.9,-155.6,22.8,18.4,108,13671,241,14962,1291,0.059175764
100140,18-04-2017 18:24:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182455_frame_100140.jpg,34.32172507,-85.83677313,19954.3,19953.4,65045,210.2,204.6,0.706,119,-178.26,179.8,-1.9,0.92,-0.32,-63.6,-42.7,56.3,22.2,308.2,9.4,312.9,25.1,63.9,-155.5,23.2,18.4,108,13701,241,13306,395,0.044278071
100440,18-04-2017 18:25:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_182500_frame_100440.jpg,34.31229559,-85.83680305,19957.7,19957.2,65055,209.8,204.3,0.704,43,-178.5,179.9,-1.6,0.82,0.06,-63.6,-42.8,56.2,22.1,308.4,8.9,317.7,25.1,64.1,-155.5,22.8,18.41666667,108,13671,241,13131,540,0.043031816
100740,18-04-2017 18:25:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_182505_frame_100740.jpg,34.30288103,-85.83682308,19958.6,19958.6,65060,209.5,204,0.703,-45,-178.45,179.9,-1.6,0.75,0.16,-63.3,-42.5,56.2,22,307.5,8.7,317.8,25.1,64.2,-155.4,22.7,18.41666667,108,13701,241,13577,124,0.045967005
101040,18-04-2017 18:25:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_182510_frame_101040.jpg,34.29347334,-85.83682911,19957.4,19957.8,65050,209.3,204,0.703,-106,-178.37,180,-1.6,0.66,0.03,-63.6,-42.9,56.2,22,307.7,8.7,317.3,25.1,64.2,-155.4,23,18.41666667,108,13701,241,13426,275,0.044866483
101340,18-04-2017 18:25:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182515_frame_101340.jpg,34.28407902,-85.83682065,19955.2,19955.5,65040,209.1,203.9,0.703,-60,-178.26,180.1,-1.7,0.73,-0.07,-63.4,-42.7,56.3,22,307.7,8.8,316.2,25.1,64.1,-155.3,23.1,18.41666667,108,13701,241,13062,639,0.042472961
101640,18-04-2017 18:25:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182520_frame_101640.jpg,34.27469337,-85.83680573,19954.5,19954.5,65042.5,208.9,204.4,0.705,-33,-178.13,180.1,-1.8,0.63,-0.28,-63.7,-42.9,56.3,22.1,307.7,8.5,311.3,25.1,64.1,-155.3,23.5,18.41666667,108,13671,241,13486,185,0.045220787
101940,18-04-2017 18:25:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_182525_frame_101940.jpg,34.26531149,-85.83679643,19953.2,19953.7,65035,208.7,203.8,0.704,-93,-178.15,180,-1.8,0.63,-0.27,-64.1,-43.4,56.3,22.1,308.4,8.6,311.8,25.1,64.2,-155.2,23.5,18.41666667,108,13701,241,13980,279,0.048923165
102240,18-04-2017 18:25:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182530_frame_102240.jpg,34.25594189,-85.83678839,19951.3,19951.6,65030,208.5,204,0.704,-36,-178.26,180,-1.7,0.81,-0.15,-64.1,-43.4,56.3,22.1,307.5,8.3,312.7,25.1,64,-155.2,23.3,18.41666667,108,13671,241,13665,6,0.046444491
102540,18-04-2017 18:25:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182535_frame_102540.jpg,34.24658029,-85.83678219,19951,19950.9,65025,208.2,203.6,0.703,39,-178.29,180,-1.6,0.92,-0.07,-64.4,-43.8,56.3,22,307.6,8.2,313.4,25.1,64,-155.1,23.2,18.41666667,108,13641,241,13087,554,0.042472961
102840,18-04-2017 18:25:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182540_frame_102840.jpg,34.23723951,-85.83676794,19952.6,19952.2,65035,207.8,203.4,0.703,70,-178.24,180.1,-1.7,0.87,-0.06,-64.6,-44,56.3,22,308,8.1,312,25.1,64,-155,23.2,18.41666667,108,13671,241,13488,183,0.045016038
103140,18-04-2017 18:25:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182545_frame_103140.jpg,34.22791374,-85.83675017,19954,19953.9,65042.5,207.5,203.1,0.702,15,-178.27,180.1,-1.6,0.83,-0.14,-64.3,-43.7,56.3,21.9,308.1,7.9,312.1,25.1,64,-155,23.5,18.41666667,108,13671,241,13478,193,0.044866483
103440,18-04-2017 18:25:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182550_frame_103440.jpg,34.21859605,-85.83673216,19954,19954.1,65042.5,207.3,202.7,0.7,-20,-178.35,180.1,-1.5,0.83,-0.02,-64.2,-43.7,56.3,21.8,307.9,7.8,315,25.1,64.1,-154.9,23.4,18.41666667,108,13641,241,13377,264,0.044133371
103740,18-04-2017 18:25:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182555_frame_103740.jpg,34.209295,-85.83670475,19953.1,19953.3,65035,207,202.2,0.698,-24,-178.27,180.2,-1.5,0.87,0.01,-64.2,-43.9,56.3,21.6,307.9,8.1,316.6,25.1,64,-154.9,23.2,18.41666667,108,13611,241,13772,161,0.046899829
104040,18-04-2017 18:26:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_182600_frame_104040.jpg,34.20000333,-85.8370115,19952.7,19952.7,65032.5,206.8,201.7,0.696,19,-178.23,180.2,-1.5,0.94,-0.19,-63.9,-43.6,56.3,21.5,308,8.5,317.7,25.1,63.9,-154.8,23.6,18.43333333,108,13551,241,13289,262,0.043460704
104340,18-04-2017 18:26:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_182605_frame_104340.jpg,34.19071769,-85.83697505,19953.8,19953.5,65040,206.5,201.4,0.695,42,-178.19,180.2,-1.6,0.99,-0.2,-64.1,-43.8,56.3,21.5,307.9,8.5,317.7,25.1,63.9,-154.8,23.6,18.43333333,108,13491,241,13300,191,0.043460704
104640,18-04-2017 18:26:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_182610_frame_104640.jpg,34.18144898,-85.83693499,19954.6,19954.5,65045,206.3,201,0.694,-2,-178.21,180.2,-1.6,0.94,-0.15,-64.2,-44.1,56.3,21.4,308.6,8.5,318,25.1,63.9,-154.7,23.6,18.43333333,108,13431,241,13329,102,0.043605573
104940,18-04-2017 18:26:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182615_frame_104940.jpg,34.1721853,-85.83689728,19954.2,19954.3,65040,206.1,200.8,0.693,-26,-178.2,180.2,-1.6,0.93,-0.2,-64,-44,56.3,21.3,307.6,8.6,319.7,25.1,63.9,-154.7,23.7,18.43333333,108,13431,241,13572,141,0.045220787
105240,18-04-2017 18:26:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182620_frame_105240.jpg,34.16293461,-85.83719925,19953.8,19953.7,65042.5,205.8,200.6,0.692,11,-178.24,180.2,-1.5,0.96,-0.18,-63.9,-43.8,56.3,21.3,307.6,8.5,319.8,25.1,63.9,-154.6,23.7,18.43333333,108,13431,241,13078,353,0.041916182
105540,18-04-2017 18:26:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_182625_frame_105540.jpg,34.15369347,-85.83715677,19953.8,19953.9,65040,205.6,200.6,0.692983607,-20,-178.17,180.2,-1.6,0.98,-0.19,-64.3,-44.29836066,56.3,21.3,308.5,8.5,317.7,25,63.9,-154.6,23.7,18.43333333,108,13431,241,11764,1667,0.035152631
105840,18-04-2017 18:26:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182630_frame_105840.jpg,34.14445736,-85.83711621,19952.9,19953.2,65035,205.5,200.2,0.691,-63,-178.2,180.2,-1.5,1.02,-0.26,-63.9,-43.9,56.3,21.2,308.2,8.5,318.8,25,63.8,-154.5,23.9,18.43333333,108,13431,241,11283,2148,0.033188776
106140,18-04-2017 18:26:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182635_frame_106140.jpg,34.13523662,-85.83707313,19951.7,19951.8,65027.5,205.2,200.3,0.692,-22,-178.23,180.2,-1.5,1.04,-0.15,-64,-44,56.3,21.2,308.4,8.1,317.6,25,63.8,-154.5,23.8,18.43333333,108,13431,241,12718,713,0.039726471
106440,18-04-2017 18:26:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182640_frame_106440.jpg,34.12602666,-85.83737049,19951.6,19951.5,65025,204.9,200.2,0.691,18,-178.23,180.2,-1.5,1.1,-0.14,-63.9,-43.9,56.3,21.2,308.1,7.9,317.5,25,63.8,-154.4,23.8,18.43333333,108,13431,241,11998,1433,0.0360777
106740,18-04-2017 18:26:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182645_frame_106740.jpg,34.11682541,-85.83732516,19952.6,19952.3,65030,204.6,199.7,0.689,43,-178.22,180.2,-1.5,1.17,-0.11,-63.8,-43.9,56.3,21.1,307.7,7.9,317.9,25,63.7,-154.4,23.7,18.43333333,108,13461,241,11122,2339,0.032444156
107040,18-04-2017 18:26:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182650_frame_107040.jpg,34.10764238,-85.83727345,19953.8,19953.7,65032.5,204.3,199.6,0.689,0,-178.23,180.3,-1.5,1.12,-0.13,-63.8,-43.9,56.3,21,309.3,7.8,318.4,25,63.8,-154.3,23.8,18.43333333,108,13431,241,12494,937,0.038353644
107340,18-04-2017 18:26:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182655_frame_107340.jpg,34.09846652,-85.83722242,19954,19954.1,65030,204.1,199.2,0.688,-16,-178.17,180.3,-1.5,1.13,-0.24,-63.8,-44,56.3,20.9,307.9,8.1,318.7,25,63.7,-154.2,24,18.43333333,108,13401,241,13756,355,0.046119213
107640,18-04-2017 18:27:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_182700_frame_107640.jpg,34.08930596,-85.83751107,19954.1,19954.1,65030,203.8,199.3,0.688,-16,-178.21,180.3,-1.5,1.18,-0.12,-64.1,-44.3,56.3,20.9,307.2,7.9,317.7,25,63.7,-154.2,23.8,18.45,108,13401,241,12932,469,0.040650343
107940,18-04-2017 18:27:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_182705_frame_107940.jpg,34.08015787,-85.8374535,19954.5,19954.4,65027.5,203.5,199.4,0.688,16,-178.25,180.3,-1.4,1.18,-0.09,-64.1,-44.3,56.3,21,308,7.3,317.1,25,63.7,-154.1,23.9,18.45,108,13401,241,13065,336,0.041368258
108240,18-04-2017 18:27:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_182710_frame_108240.jpg,34.07101876,-85.83739626,19955.7,19955.4,65030,203.2,199.2,0.688,18,-178.2,180.3,-1.4,1.2,-0.12,-64.1,-44.3,56.3,21,307.6,7.3,315,25,63.7,-154.1,23.9,18.45,108,13401,241,13723,322,0.045665582
108540,18-04-2017 18:27:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182715_frame_108540.jpg,34.06189812,-85.8376756,19956.6,19956.5,65037.5,202.9,199,0.687,-37,-178.2,180.3,-1.4,1.17,-0.12,-63.9,-44.1,56.3,20.9,307.5,7.2,314.6,25,63.7,-154,24,18.45,108,13401,241,13580,179,0.044570335
108840,18-04-2017 18:27:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182720_frame_108840.jpg,34.05279002,-85.83761041,19956,19956.2,65035,202.7,198.6,0.685,-75,-178.17,180.3,-1.4,1.15,-0.15,-64.1,-44.4,56.3,20.8,307.4,7.4,317,25,63.7,-154,24.1,18.45,108,13431,241,13628,197,0.044866483
109140,18-04-2017 18:27:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_182725_frame_109140.jpg,34.04368342,-85.83789051,19954.6,19954.9,65027.5,202.7,198.4,0.685,-50,-178.16,180.3,-1.4,1.16,-0.12,-63.9,-44.2,56.3,20.8,309.1,7.5,317.1,25,63.7,-153.9,24.1,18.45,108,13431,241,13480,49,0.043846791
109440,18-04-2017 18:27:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182730_frame_109440.jpg,34.03457598,-85.83782296,19954.2,19954.1,65020,202.8,198.6,0.685,28,-178.13,180.3,-1.5,1.26,-0.3,-64.1,-44.4,56.3,20.8,309.6,7.6,316.9,25,63.6,-153.9,24.3,18.45,108,13431,241,13774,343,0.045967005
109740,18-04-2017 18:27:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182735_frame_109740.jpg,34.02546116,-85.83776137,19956.2,19955.6,65035,202.8,198.6,0.685,106,-178.17,180.3,-1.4,1.34,-0.21,-63.7,-44.1,56.3,20.8,310.1,7.6,317.2,25,63.5,-153.8,24.2,18.45,108,13431,241,13477,46,0.043846791
110040,18-04-2017 18:27:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182740_frame_110040.jpg,34.01635004,-85.83803937,19958.6,19958.3,65047.5,202.9,198.5,0.685,33,-178.19,180.3,-1.4,1.22,-0.16,-63.7,-44,56.3,20.8,310,7.6,317.9,25,63.7,-153.8,24.3,18.45,108,13371,241,13645,274,0.045016038
110340,18-04-2017 18:27:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182745_frame_110340.jpg,34.00723548,-85.83797175,19959.5,19959.3,65045,202.9,198.5,0.685,60,-178.2,180.3,-1.4,1.25,-0.13,-63.8,-44.1,56.3,20.7,310,7.6,319.5,25,63.7,-153.7,24.3,18.45,108,13371,241,13478,107,0.043846791
110640,18-04-2017 18:27:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182750_frame_110640.jpg,33.9981127,-85.83790437,19961,19960.7,65050,203.1,198.1,0.684,74,-178.14,180.4,-1.4,1.29,-0.2,-63.8,-44.3,56.3,20.7,309.9,8,321.4,25,63.6,-153.7,24.4,18.45,108,13431,241,13350,81,0.043031816
110940,18-04-2017 18:27:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182755_frame_110940.jpg,33.98898926,-85.83817609,19962.5,19962.3,65057.5,203.2,197.9,0.684,5,-178.03,180.4,-1.5,1.14,-0.36,-64.3,-44.7,56.2,20.7,309.6,8.4,319.7,25,63.7,-153.6,24.7,18.45,108,13401,241,13771,370,0.045967005
111240,18-04-2017 18:28:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_182800_frame_111240.jpg,33.97985701,-85.83811089,19962.2,19962.3,65052.41803,203.4,198.3,0.685,18,-177.98,180.3,-1.6,1.2,-0.47,-64.4,-44.8,56.20163934,20.70163934,309.8,8.7,317.8,25,63.6,-153.6,24.9,18.46666667,108,13431,241,13967,536,0.047521019
111540,18-04-2017 18:28:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_182805_frame_111540.jpg,33.97071392,-85.83840247,19963.5,19963,65052.5,203.5,198.7,0.687,95,-178.09,180.2,-1.6,1.3,-0.36,-64.8,-45.1,56.2,20.8,309.8,8.4,317.7,25,63.5,-153.5,24.7,18.46666667,108,13461,241,13383,78,0.043316795
111840,18-04-2017 18:28:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_182810_frame_111840.jpg,33.96157095,-85.83835504,19965.4,19965.2,65065,203.7,198.2,0.685,-10,-178.11,180.2,-1.6,1.17,-0.19,-64.5,-44.9,56.2,20.7,309.1,8.8,319.8,25,63.7,-153.4,24.6,18.46666667,108,13461,241,13627,166,0.045016038
112140,18-04-2017 18:28:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182815_frame_112140.jpg,33.95241583,-85.83831406,19964.6,19964.9,65055,203.8,198.6,0.686,-58,-178.07,180.2,-1.6,1.07,-0.28,-64.7,-45.1,56.2,20.8,309.1,8.9,319.1,25,63.8,-153.4,24.9,18.46666667,108,13431,241,13755,324,0.045967005
112440,18-04-2017 18:28:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182820_frame_112440.jpg,33.94325363,-85.83827242,19963.3,19963.5,65050,204.1,199.2,0.689,-56,-178.08,180.2,-1.6,1.03,-0.25,-64.7,-45,56.3,21,309.8,8.5,317.2,25,63.8,-153.3,24.9,18.46666667,108,13461,241,13423,38,0.043704892
112740,18-04-2017 18:28:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_182825_frame_112740.jpg,33.93408142,-85.8385774,19961.5,19962,65045,204.4,199.3,0.689,-81,-178.19,180.2,-1.5,1.02,-0.17,-65,-45.2,56.3,21,310,8.4,319,25,63.9,-153.3,24.9,18.46666667,108,13371,241,13975,604,0.047814873
113040,18-04-2017 18:28:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182830_frame_113040.jpg,33.92489533,-85.83854246,19960.1,19960.3,65035,204.5,199.3,0.689,-7,-178.12,180.2,-1.6,1.18,-0.14,-64.7,-44.9,56.3,21.1,310.5,8.6,318.7,25,63.7,-153.2,24.7,18.46666667,108,13431,241,13853,422,0.046899829
113340,18-04-2017 18:28:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182835_frame_113340.jpg,33.91570695,-85.83850257,19960.8,19960.6,65042.5,204.6,199.1,0.689,35,-178.03,180.2,-1.7,1.18,-0.36,-65,-45.3,56.3,21,311.5,9.1,318,25,63.6,-153.2,25.1,18.46666667,108,13371,241,13706,335,0.045815797
113640,18-04-2017 18:28:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182840_frame_113640.jpg,33.90651374,-85.83846863,19961.7,19961.6,65044.95902,204.7,198.8,0.688,6,-178.01,180.1,-1.8,1.16,-0.4,-64.8,-45.1,56.3,20.99836066,308.7,9.4,318.5,25,63.6,-153.1,25.2,18.46666667,108,13371,241,13593,222,0.045016038
113940,18-04-2017 18:28:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182845_frame_113940.jpg,33.8973101,-85.83844684,19962,19962,65045,204.9,198.9,0.688,-13,-178.06,180.1,-1.7,1.1,-0.31,-64.8,-45.1,56.3,20.9,309.3,9.7,319.7,25,63.7,-153.1,25.2,18.46666667,108,13401,241,13502,101,0.044423722
114240,18-04-2017 18:28:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182850_frame_114240.jpg,33.8881024,-85.8384279,19961.5,19961.7,65042.5,205.1,199.3,0.689,-52,-178.1,180.1,-1.7,1.04,-0.24,-64.7,-44.9,56.3,21,309.4,9.5,319.8,25,63.8,-153,25.2,18.46666667,108,13401,241,14140,739,0.049345282
114540,18-04-2017 18:28:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182855_frame_114540.jpg,33.87888112,-85.83841542,19960.2,19960.4,65037.5,205.3,199.2,0.689,-28,-178.08,180.1,-1.8,1.16,-0.26,-64.5,-44.7,56.3,21,310.4,9.8,320,25,63.7,-153,25.2,18.46666667,108,13461,241,13789,328,0.046595285
114840,18-04-2017 18:29:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_182900_frame_114840.jpg,33.86965644,-85.83874429,19959.9,19959.9,65032.5,205.5,199.2,0.689,3,-178.07,180,-1.8,1.17,-0.32,-64.5,-44.6,56.3,21,310.1,10,320.1,25,63.7,-152.9,25.3,18.48333333,108,13521,241,13740,219,0.046272433
115140,18-04-2017 18:29:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_182905_frame_115140.jpg,33.86042645,-85.8387339,19960.7,19960.4,65037.5,205.5,199.9,0.691,80,-178.02,180,-1.9,1.18,-0.26,-65,-45.1,56.3,21.2,309.6,9.8,317.5,25,63.7,-152.9,25.2,18.48333333,108,13581,241,13658,77,0.045665582
115440,18-04-2017 18:29:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_182910_frame_115440.jpg,33.85119001,-85.83873222,19963.2,19962.7,65047.5,205.6,200.3,0.693,77,-178.02,180,-1.9,1.1,-0.33,-65.2,-45.2,56.3,21.3,310.5,9.4,315.2,25,63.7,-152.8,25.5,18.48333333,108,13611,241,13116,495,0.042055438
115740,18-04-2017 18:29:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_182915_frame_115740.jpg,33.84195289,-85.83873356,19965,19964.8,65052.5,205.7,200.3,0.693,14,-178.03,180,-1.9,1.01,-0.3,-65.1,-45,56.2,21.3,309.6,9.5,314.5,25,63.8,-152.8,25.5,18.48333333,108,13671,241,12389,1282,0.038023562
116040,18-04-2017 18:29:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_182920_frame_116040.jpg,33.83270848,-85.83873784,19965.4,19965.4,65050,205.9,200.1,0.693,-22,-178.32,180.1,-1.5,0.95,5.09,-65.2,-45.2,56.3,21.3,310.4,9.2,321,25,65.8,-152.7,15.1,18.48333333,108,13611,241,-10792385,10805996,2.67E-05
116640,18-04-2017 18:29:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_182930_frame_116640.jpg,33.81422549,-85.83966104,19954.3,19956.6,64980,206.2,200.3,0.694,-479,-171.9,187,-1.1,0.8,19.01,-65,-44.9,56.5,21.4,309.1,8,340.5,25,63.9,-152.6,-21,18.48333333,108,13551,541,16064,2513,0.074238283
116940,18-04-2017 18:29:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_182935_frame_116940.jpg,33.80508684,-85.84162474,19946.1,19946.8,64942.5,206,200.2,0.693,-49,-166,191.9,-2.2,1.44,18.76,-65.2,-45.2,56.6,21.4,310.6,10.3,326.3,25,61.7,-152.5,-24.1,18.48333333,108,13581,241,15542,1961,0.065564865
117240,18-04-2017 18:29:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_182940_frame_117240.jpg,33.79614059,-85.84437962,19952.2,19949.7,64975,204.9,199.7,0.691,534,-160.72,196.8,-2.5,2.2,18.37,-65.3,-45.5,56.5,21.2,310.5,11.1,323.8,25,59.7,-152.5,-26.3,18.48333333,108,13551,241,14268,717,0.050556803
117540,18-04-2017 18:29:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_182945_frame_117540.jpg,33.78747296,-85.84799464,19970.5,19966.5,65057.5,203.5,199.6,0.691,676,-156.12,201.4,-2.5,2.1,18.09,-65.4,-45.6,56.2,21.1,309.5,10.5,323,25,58.8,-152.4,-29,18.48333333,108,13521,241,12171,1350,0.036565081
117840,18-04-2017 18:29:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_182950_frame_117840.jpg,33.77911779,-85.85221252,19987.3,19984.7,65117.5,202.4,198.8,0.688,317,-151.79,205.8,-2.5,1.45,19.94,-65.4,-45.7,56.1,20.9,309.5,10.1,326,25,57.2,-152.4,-34.8,18.48333333,108,13491,241,12450,1041,0.037612285
118140,18-04-2017 18:29:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_182955_frame_118140.jpg,33.77111544,-85.85736831,19991.3,19991.7,65120,202,198.8,0.689,-188,-146.91,210.7,-2.5,0.83,20.82,-65.3,-45.6,56.1,20.9,310.1,9.8,328.6,25,55.9,-152.4,-39.3,18.48333333,108,13551,241,15411,1860,0.061765571
118440,18-04-2017 18:30:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_183000_frame_118440.jpg,33.76353858,-85.86341559,19985.2,19986.6,65087.5,201.8,198.7967213,0.688,-253,-141.56,216,-2.6,0.88,20.82,-65.6,-45.9,56.2,20.9,309.6,9.9,332.2,25,54.4,-152.3,-42.4,18.5,108,13521,241,15948,2427,0.070007655
118740,18-04-2017 18:30:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_183005_frame_118740.jpg,33.75646988,-85.87002525,19980.2,19980.7,65065,201.4,198.5,0.688,-35,-136.07,221.4,-2.7,1.24,20.75,-65.4,-45.8,56.2,20.9,309.5,10.2,335.8,25,52.9,-152.3,-45.2,18.5,108,13551,241,15989,2438,0.070714832
119040,18-04-2017 18:30:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_183010_frame_119040.jpg,33.74998739,-85.87759603,19981.8,19980.9,65075,200.7,198.3,0.687,176,-130.65,226.9,-2.7,1.48,20.59,-65.3,-45.6,56.2,20.9,310,10.1,337.5,25,51.6,-152.3,-48,18.5,108,13551,241,15822,2271,0.067638009
119340,18-04-2017 18:30:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_183015_frame_119340.jpg,33.74413959,-85.8858848,19986.9,19986,65102.5,200,198.3,0.687,126,-125.43,232.1,-2.7,1.35,20.57,-65.4,-45.8,56.1,20.8,309.8,9.8,339.3,25,50.6,-152.2,-51.1,18.5,108,13551,241,15590,2039,0.063741348
119640,18-04-2017 18:30:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_183020_frame_119640.jpg,33.73895455,-85.89462805,19989.2,19989.1,65107.5,199.4,198.3,0.687,-5,-120.12,237.3,-2.8,1.18,20.53,-65.4,-45.8,56.1,20.8,309.4,9.8,340.7,25,49.7,-152.2,-54.3,18.5,108,13371,241,15361,1990,0.060361808
