,timestamp,image_path,Lat,Lon,GPS_MSL_Alt,WGS_84_Alt,Press_Alt,Grnd_Spd,True_Airspeed,Mach_Number,Vert_Velocity,True_Hdg,Track,Drift,Pitch,Roll,Ambient_Temp,Total_Temp,Static_Press,Dynamic_Press,Cabin_Pressure,Wind_Speed,Wind_Dir,Solar_Zenith,Sun_Elev_AC,Sun_Az_Grd,Sun_Az_AC,hour_of_day,day_of_year,validation_height,sequence_length,Estimated height,Diff,Speed
22140,18-04-2017 18:03:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180315_frame_22140.jpg,35.28253424,-86.58401025,19965.6,19965.8,65047.5,208.2,204.6,0.703,-28,-1.05,360,1.4,0.75,-0.31,-61.7,-40.8,56.3,22,310,6.5,233.1,24.5,66.3,-170.2,-168.8,18.05,108,13071,241,10740,2331,0.031596772
22440,18-04-2017 18:03:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180320_frame_22440.jpg,35.29188914,-86.58401301,19964.1,19964.5,65042.5,208.4,204.8,0.704,-48,-1,360,1.4,0.7,-0.21,-62.1,-41.2,56.3,22,309.9,6.4,232.7,24.5,66.2,-170.1,-168.6,18.05,108,13041,241,10699,2342,0.031494185
22740,18-04-2017 18:03:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180325_frame_22740.jpg,35.30125673,-86.58401134,19962.5,19962.8,65037.5,208.6,205,0.704,-21,-0.96,360,1.3,0.71,-0.27,-62.1,-41.1,56.3,22.1,310,6.2,232.2,24.5,66.2,-170.1,-168.7,18.05,108,13041,241,10809,2232,0.031908582
23040,18-04-2017 18:03:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180330_frame_23040.jpg,35.31062805,-86.58401427,19961.2,19961.5,65040,208.7,205.3,0.705,-24,-1.02,0,1.4,0.66,-0.18,-62.1,-41.1,56.3,22.2,309.5,6.4,234.1,24.5,66.1,-170,-168.5,18.05,108,13041,241,11482,1559,0.034460939
23340,18-04-2017 18:03:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180335_frame_23340.jpg,35.32001081,-86.58401394,19959.8,19960,65037.5,208.9,206.1,0.707,-26,-1.16,0,1.5,0.61,-0.3,-61.8,-40.7,56.3,22.3,310,6.4,239.8,24.5,66.1,-170,-168.5,18.05,108,13071,241,12359,712,0.038478575
23640,18-04-2017 18:03:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180340_frame_23640.jpg,35.32939771,-86.58401653,19958.2,19958.5,65035,209.1,206.2,0.708,-16,-1.14,360,1.5,0.64,-0.1,-61.9,-40.7,56.3,22.4,310,6.4,239.5,24.6,66,-169.9,-168.1,18.05,108,13071,241,13589,518,0.045967005
23940,18-04-2017 18:03:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180345_frame_23940.jpg,35.33879132,-86.5840193,19956.7,19957,65027.5,209.3,206.1,0.708,0,-1.01,360,1.4,0.71,-0.13,-61.9,-40.7,56.3,22.4,309.6,6.1,235.3,24.6,66.1,-169.9,-168.2,18.05,108,13071,241,12365,706,0.038604322
24240,18-04-2017 18:03:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180350_frame_24240.jpg,35.34819248,-86.58401662,19956.3,19956.2,65030,209.3,206.3,0.709,62,-0.88,360,1.2,0.81,-0.15,-62.4,-41.2,56.3,22.5,309.6,5.7,234.5,24.6,66.2,-169.9,-168.3,18.05,108,13071,241,11860,1211,0.036196769
24540,18-04-2017 18:03:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180355_frame_24540.jpg,35.35759091,-86.58401913,19957.3,19957.1,65032.5,209.3,206,0.708,71,-0.75,360,1.1,0.73,-0.14,-62.5,-41.3,56.3,22.4,310,5.5,228.9,24.6,66.1,-169.8,-168.4,18.05,108,13101,241,12515,586,0.039376408
24840,18-04-2017 18:04:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180400_frame_24840.jpg,35.36699273,-86.58402391,19958.5,19958.2,65037.5,209.4,205.8,0.707,73,-0.74,0,1.1,0.73,-0.21,-62.2,-41.1,56.3,22.3,310.4,5.7,226,24.6,66.1,-169.8,-168.5,18.06666667,108,13101,241,12674,427,0.040249188
25140,18-04-2017 18:04:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180405_frame_25140.jpg,35.37640218,-86.58402424,19959.6,19959.4,65040,209.4,205.4,0.706,68,-0.92,0,1.3,0.86,-0.28,-62.1,-41.1,56.3,22.2,309.5,6.4,228.6,24.6,66.2,-169.7,-168.4,18.06666667,108,13101,241,13601,500,0.046119213
25440,18-04-2017 18:04:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180410_frame_25440.jpg,35.38580283,-86.58402961,19960.8,19960.7,65045,209.3,205.8,0.707,24,-0.99,360,1.3,0.8,-0.28,-62.1,-41,56.3,22.2,309,6.4,231.4,24.6,66.2,-169.7,-168.3,18.06666667,108,13101,241,12703,398,0.040382024
25740,18-04-2017 18:04:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180415_frame_25740.jpg,35.39520159,-86.58402684,19960.7,19960.9,65042.5,209.2,205.6,0.707,-52,-0.82,0,1.2,0.66,-0.13,-62.3,-41.2,56.3,22.3,308.7,5.8,228.7,24.6,66,-169.6,-168.1,18.06666667,108,13041,241,11280,1761,0.033741922
26040,18-04-2017 18:04:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180420_frame_26040.jpg,35.40459537,-86.58403237,19959,19959.4,65042.5,209.2,205.5,0.706,-99,-0.91,0,1.3,0.57,-0.24,-61.9,-40.9,56.3,22.2,308.9,6.2,228.8,24.7,65.9,-169.6,-168.3,18.06666667,108,13041,241,10173,2868,0.029928685
26340,18-04-2017 18:04:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180425_frame_26340.jpg,35.4139904,-86.58403773,19956.1,19956.7,65025,209.2,205.8,0.707,-106,-1.08,0,1.4,0.62,-0.18,-61.9,-40.9,56.3,22.3,308.6,6.6,234,24.7,65.9,-169.5,-167.9,18.06666667,108,13041,241,8952,4089,0.026615968
26640,18-04-2017 18:04:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180430_frame_26640.jpg,35.42338871,-86.58403824,19953.9,19954.2,65017.5,209.2,205.8,0.706,-52,-1.07,0,1.4,0.69,-0.27,-61.6,-40.5,56.3,22.2,308.7,6.5,234.4,24.7,66,-169.5,-168,18.06666667,108,13041,241,6711,6330,0.022116349
26940,18-04-2017 18:04:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180435_frame_26940.jpg,35.43278043,-86.58404276,19953.2,19953.2,65020,209.1,205.9,0.707,13,-1.03,0,1.4,0.79,-0.14,-61.9,-40.7,56.3,22.3,309.3,6.3,234.6,24.7,66.1,-169.4,-167.7,18.06666667,108,13041,241,6543,6498,0.021830053
27240,18-04-2017 18:04:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180440_frame_27240.jpg,35.44216801,-86.58404963,19954.3,19954,65030,209,206.2,0.708,69,-1.14,0,1.5,0.8,-0.32,-61.7,-40.5,56.3,22.4,309.4,6.4,239.8,24.7,66.1,-169.4,-167.9,18.06666667,108,13041,241,8195,4846,0.024883275
27540,18-04-2017 18:04:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180445_frame_27540.jpg,35.45155517,-86.58405056,19956.5,19956,65040,208.9,206.5,0.709,84,-1.28,0,1.6,0.81,-0.21,-61.9,-40.7,56.3,22.5,309.8,6.4,246.3,24.7,66.1,-169.4,-167.5,18.06666667,108,13041,241,8785,4256,0.026181067
27840,18-04-2017 18:04:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180450_frame_27840.jpg,35.4609355,-86.58405659,19957.9,19957.8,65050,208.9,206.7,0.71,13,-1.27,0,1.6,0.69,-0.3,-62,-40.7,56.2,22.5,309.5,6.4,247.2,24.7,66,-169.3,-167.7,18.06666667,108,13041,241,9276,3765,0.027381549
28140,18-04-2017 18:04:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180455_frame_28140.jpg,35.47031981,-86.58405575,19957.8,19957.8,65045,208.9,206.7,0.71,13,-1.14,0,1.5,0.74,-0.25,-62,-40.7,56.3,22.5,309.6,6,245.6,24.7,66,-169.3,-167.7,18.06666667,108,13071,241,10279,2792,0.030218719
28440,18-04-2017 18:05:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180500_frame_28440.jpg,35.47970034,-86.58406145,19957.7,19957.7,65042.5,208.9,206.9,0.71,9,-1.14,0,1.5,0.69,-0.23,-62,-40.7,56.3,22.5,309.3,5.8,246.7,24.8,65.9,-169.2,-167.6,18.08333333,108,13071,241,9449,3622,0.02783339
28740,18-04-2017 18:05:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180505_frame_28740.jpg,35.48908051,-86.58406815,19957.5,19957.5,65042.5,208.9,207.3016393,0.712,-11,-1.13,0,1.5,0.6,-0.27,-61.6,-40.2,56.3,22.7,309.5,5.5,250.3,24.8,65.8,-169.2,-167.7,18.08333333,108,13041,241,8204,4837,0.024883275
29040,18-04-2017 18:05:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180510_frame_29040.jpg,35.49846498,-86.58407033,19956.8,19957,65042.5,208.9,207.7,0.714,-13,-1.24,0,1.6,0.55,-0.25,-62.2,-40.8,56.3,22.8,309.9,6,255.1,24.8,65.8,-169.1,-167.5,18.08333333,108,13041,241,6819,6222,0.022262331
29340,18-04-2017 18:05:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180515_frame_29340.jpg,35.50784803,-86.58407779,19956.5,19956.5,65037.5,209,207.6,0.713,26,-1.26,0,1.6,0.57,-0.28,-61.9,-40.4,56.3,22.7,309.5,6.1,254.2,24.8,65.8,-169.1,-167.5,18.08333333,108,13011,241,7627,5384,0.023733254
29640,18-04-2017 18:05:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180520_frame_29640.jpg,35.51722794,-86.58408324,19957.7,19957.3,65032.5,208.7,207,0.711,82,-1.23,0,1.6,0.74,-0.19,-62,-40.6,56.3,22.6,309.4,6.1,251.6,24.8,65.9,-169,-167.2,18.08333333,108,12951,241,5957,6994,0.020870076
29940,18-04-2017 18:05:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180525_frame_29940.jpg,35.52660136,-86.58408475,19960.1,19959.6,65050,208.5,206.9,0.711,50,-1.19,0,1.5,0.64,-0.29,-61.8,-40.5,56.3,22.5,309.4,6.1,251.6,24.8,65.8,-169,-167.5,18.08333333,108,12951,241,7375,5576,0.023195607
30240,18-04-2017 18:05:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180530_frame_30240.jpg,35.53596476,-86.5840912,19961.2,19961.1,65052.5,208.5,206.6,0.71,-19,-1.29,0,1.6,0.62,-0.2,-61.9,-40.6,56.2,22.5,309.5,6.4,250.7,24.8,65.8,-169,-167.1,18.08333333,108,13011,241,8954,4057,0.026520494
30540,18-04-2017 18:05:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180535_frame_30540.jpg,35.54532711,-86.58409246,19960.2,19960.6,65055,208.3,206.6,0.71,-78,-1.37,0,1.7,0.55,-0.28,-62.1,-40.9,56.2,22.5,309,6.6,252.2,24.8,65.7,-168.9,-167.2,18.08333333,108,13011,241,9102,3909,0.026858334
30840,18-04-2017 18:05:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180540_frame_30840.jpg,35.55468427,-86.58409782,19958.2,19958.6,65045,208.3,206.3,0.709,-61,-1.38,0,1.7,0.56,-0.22,-62.1,-40.9,56.3,22.4,309.3,6.7,249.8,24.9,65.7,-168.9,-167,18.08333333,108,13011,241,9947,3064,0.029130523
31140,18-04-2017 18:05:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180545_frame_31140.jpg,35.56403929,-86.5841031,19956.7,19957,65035.04098,208.3,206.3,0.709,-41,-1.33,0,1.7,0.66,-0.24,-61.9,-40.7,56.3,22.4,308,6.6,249.8,24.9,65.8,-168.8,-167,18.08333333,108,13011,241,10727,2284,0.031596772
31440,18-04-2017 18:05:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180550_frame_31440.jpg,35.57339234,-86.5841031,19955.9,19956,65037.5,208.2,206.1,0.708,-28,-1.45,0,1.8,0.76,-0.31,-62,-40.8,56.3,22.4,309.9,7,249.3,24.9,65.9,-168.8,-167,18.08333333,108,13011,241,11580,1431,0.034802136
31740,18-04-2017 18:05:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180555_frame_31740.jpg,35.58273471,-86.58410729,19955.3,19955.4,65032.5,208,206,0.707,5,-1.42,0,1.8,0.8,-0.16,-62,-40.8,56.3,22.3,310.5,6.9,249.6,24.9,65.9,-168.7,-166.6,18.08333333,108,13011,241,11952,1059,0.036390562
32040,18-04-2017 18:06:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180600_frame_32040.jpg,35.59206937,-86.58376853,19955.8,19955.7,65035,207.8,205.8,0.707,32,-1.53,0,1.9,0.75,-0.24,-61.9,-40.8,56.3,22.3,309.3,7,251.5,24.9,65.8,-168.7,-166.6,18.1,108,13011,241,11960,1051,0.036390562
32340,18-04-2017 18:06:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180605_frame_32340.jpg,35.60139954,-86.58376803,19956.7,19956.6,65040,207.6,205.4,0.706,16,-1.49,0,1.8,0.81,-0.24,-62,-41,56.3,22.2,308.5,7,249.9,24.9,65.9,-168.6,-166.6,18.1,108,13011,241,10607,2404,0.031090413
32640,18-04-2017 18:06:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180610_frame_32640.jpg,35.61072021,-86.58377398,19957.1,19957.1,65045,207.4,205.1,0.704,9,-1.54,0,1.9,0.79,-0.25,-61.9,-40.9,56.3,22.1,309,7.3,248.3,24.9,65.9,-168.6,-166.5,18.1,108,13041,241,9111,3930,0.02677307
32940,18-04-2017 18:06:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180615_frame_32940.jpg,35.62003794,-86.58377347,19957.3,19957.3,65045,207.4,205,0.704,5,-1.53,0,1.9,0.79,-0.2,-61.9,-41,56.3,22,308.6,7.3,248.3,24.9,65.8,-168.6,-166.4,18.1,108,13041,241,8096,4945,0.024481932
33240,18-04-2017 18:06:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180620_frame_33240.jpg,35.62934763,-86.58377859,19957.2,19957.2,65047.5,207.3,204.9,0.703,-1,-1.51,0,1.8,0.79,-0.25,-61.8,-40.9,56.3,22,308.2,7.2,247.5,25,65.8,-168.5,-166.5,18.1,108,13041,241,-526,13567,0.014168613
33840,18-04-2017 18:06:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180630_frame_33840.jpg,35.64796553,-86.58327282,19950.6,19953,65000,208,204.5,0.702,-572,1.86,4.6,3,0.61,19.25,-61.6,-40.8,56.4,22,309.9,11.8,254.4,25,56.6,-168.4,-137.7,18.1,108,12861,541,15494,2633,0.065349191
34140,18-04-2017 18:06:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180635_frame_34140.jpg,35.65725142,-86.58191143,19937.2,19939.3,64932.5,208.5,204.7,0.702,-255,8.12,9.4,1.5,1.22,19.01,-61.7,-40.8,56.6,22.1,309.5,7.4,242.7,25,58.8,-168.4,-141.3,18.1,108,12921,241,15429,2508,0.064803704
34440,18-04-2017 18:06:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180640_frame_34440.jpg,35.66640947,-86.57981316,19938.5,19936.5,64945,208.1,203.6,0.699,549,13.79,14.4,0.9,2.13,18.58,-61.5,-40.8,56.5,21.8,309.6,6.1,228.6,25,61.2,-168.3,-144.6,18.1,108,12951,241,13974,1023,0.048923165
34740,18-04-2017 18:06:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180645_frame_34740.jpg,35.67533545,-86.57625465,19959.4,19954.2,65040,207.1,203.1,0.697,963,18.29,19.2,1.1,2.42,18.34,-61.6,-41.1,56.3,21.6,309,6.4,238.9,25,62.8,-168.3,-147.7,18.1,108,12891,241,11185,1706,0.033080316
35040,18-04-2017 18:06:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180650_frame_35040.jpg,35.68398216,-86.57216033,19984.2,19979.9,65145,206.4,202.2,0.694,630,22.27,23.5,1.5,1.73,18.29,-61.8,-41.4,56,21.3,310.1,7.3,250.5,25,63.4,-168.2,-151.2,18.1,108,12891,241,10293,2598,0.029832452
35340,18-04-2017 18:06:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180655_frame_35340.jpg,35.69234358,-86.56745622,19995.7,19994.8,65180,206.5,202,0.693,4,26.39,27.7,1.5,0.83,18.26,-61.9,-41.6,55.9,21.2,308.6,7.6,252,25,63.8,-168.2,-154.9,18.1,108,12891,241,10647,2244,0.030926308
35640,18-04-2017 18:07:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180700_frame_35640.jpg,35.70040496,-86.56178528,19991,19992.9,65152.5,207.2,201.5,0.692,-420,30.76,31.9,1.4,0.49,18.18,-62.1,-41.8,56,21.1,309.1,8.4,249.8,25.1,64.8,-168.1,-158.4,18.11666667,108,12891,241,13316,425,0.043460704
35940,18-04-2017 18:07:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180705_frame_35940.jpg,35.70811732,-86.55516334,19979.3,19981.5,65097.5,208,201.3,0.691,-326,35.52,36.5,1.1,0.82,18.32,-61.5,-41.3,56.1,21.1,308.9,8.5,245.4,25.1,66.5,-168.1,-161.4,18.11666667,108,12891,241,13488,597,0.044866483
36240,18-04-2017 18:07:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180710_frame_36240.jpg,35.71540775,-86.54792289,19972.1,19973,65072.5,208.3,201.1,0.69,-89,40.11,41.1,1.1,1.19,18.23,-61.7,-41.5,56.2,21.1,310.1,9.1,246.8,25.1,68.2,-168,-164.8,18.11666667,108,12891,241,13711,820,0.046595285
36540,18-04-2017 18:07:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180715_frame_36540.jpg,35.72222477,-86.54001088,19970.5,19970.5,65080,208.8,201.1,0.691,46,44.64,45.6,1.1,1.37,18.19,-61.7,-41.5,56.2,21.1,309,9.4,249.8,25.1,69.7,-167.9,-168.5,18.11666667,108,12861,241,13565,704,0.045665582
36840,18-04-2017 18:07:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180720_frame_36840.jpg,35.72852617,-86.5317142,19972.5,19971.8,65087.5,209.1,200.9,0.69,134,49.17,50.1,1,1.43,18.19,-61.5,-41.3,56.2,21,309.5,9.8,251.4,25.1,71.2,-167.9,-172.3,18.11666667,108,12861,241,13726,865,0.046899829
37140,18-04-2017 18:07:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180725_frame_37140.jpg,35.73427844,-86.52262754,19975.2,19974.8,65100,209.3,200.8,0.69,42,53.61,54.4,0.9,1.28,18.24,-61.7,-41.6,56.1,21,309.1,10.1,254.1,25.1,72.4,-167.8,-176.3,18.11666667,108,12891,241,11824,1067,0.035959413
37440,18-04-2017 18:07:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180730_frame_37440.jpg,35.73945702,-86.51303713,19974.8,19975.2,65097.5,209.7,200.8,0.69,-82,58.08,58.8,0.8,1.13,18.14,-61.6,-41.5,56.1,21,310,10.4,255.2,25.1,73.6,-167.7,179,18.11666667,108,12921,241,7440,5481,0.023423015
37740,18-04-2017 18:07:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180735_frame_37740.jpg,35.74403054,-86.50289528,19972,19972.6,65090,210.2,200.8,0.689,-110,62.58,63.2,0.7,1.07,18.22,-61.8,-41.7,56.1,21,309.5,10.9,256.1,25.1,74.9,-167.7,174.5,18.11666667,108,12951,241,5731,7220,0.020665467
38040,18-04-2017 18:07:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180740_frame_38040.jpg,35.74796555,-86.49214753,19968.7,19969.4,65075,210.6,200.8,0.689,-91,67.1,67.6,0.5,1.09,18.3,-61.6,-41.5,56.2,21,309.3,11.2,258.2,25.1,76.3,-167.6,169.5,18.11666667,108,12981,241,5421,7560,0.020268054
38340,18-04-2017 18:07:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180745_frame_38340.jpg,35.75123277,-86.48142043,19966.3,19966.8,65070,211.1,201,0.69,-60,71.64,72,0.4,1.07,18.26,-61.5,-41.3,56.2,21.1,309,11.4,259.7,25.2,77.6,-167.5,163.4,18.11666667,108,13011,241,8127,4884,0.024965128
38640,18-04-2017 18:07:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180750_frame_38640.jpg,35.75381205,-86.46996114,19964.4,19964.8,65062.5,211.4,201.6,0.692,-66,76.25,76.4,0.1,1.08,18.21,-61.8,-41.5,56.2,21.2,309.6,11,259.8,25.2,78.9,-167.5,156.1,18.11666667,108,13071,241,687,12384,0.015353083
38940,18-04-2017 18:07:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180755_frame_38940.jpg,35.75569488,-86.45872552,19962.6,19963,65070,211.6,201.9,0.693,-56,80.87,80.6,-0.3,0.96,14.37,-61.7,-41.3,56.2,21.3,309.9,10.9,255.8,25.2,77.6,-167.4,133,18.11666667,108,13131,241,-17052,30183,0.008002873
39240,18-04-2017 18:08:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180800_frame_39240.jpg,35.75702112,-86.44727356,19962.4,19961.9,65065,211.6,202.4,0.694,197,84.03,83.2,-0.9,1.32,9.58,-61.4,-41,56.2,21.4,309.4,11,247.3,25.2,74.1,-167.3,115.8,18.13333333,108,13071,241,-15462,28533,0.008361511
39540,18-04-2017 18:08:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180805_frame_39540.jpg,35.75798816,-86.43552659,19967.3,19966.4,65107.5,211.5,202.4,0.695,149,85.79,84.6,-1.2,1.07,-0.79,-61.5,-41,56.1,21.4,310.4,11,242.5,25.2,64.3,-167.2,105,18.13333333,108,13041,241,-24122,37163,0.006715346
39840,18-04-2017 18:08:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180810_frame_39840.jpg,35.75888585,-86.42379437,19967.2,19967.9,65112.5,211.8,202.2,0.694,-179,84.91,84.5,-0.4,0.52,-0.2,-61.6,-41.3,56.1,21.3,310.3,10.9,255.4,25.2,64.7,-167.2,107.4,18.13333333,108,13041,241,123743718,123730677,-2.40E-06
40140,18-04-2017 18:08:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180815_frame_40140.jpg,35.75977969,-86.41243133,19958.1,19960.6,65065,212.5,202.5,0.695,-454,84.28,84.8,0.5,0.19,1.92,-61.6,-41.1,56.2,21.4,309.5,11.2,272.7,25.2,66.6,-167.1,110.3,18.13333333,108,13041,241,2977,10064,0.017519482
40440,18-04-2017 18:08:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180820_frame_40440.jpg,35.76059718,-86.4007747,19944.4,19947,65015,213,203.1,0.697,-399,84.74,85.3,0.5,0.43,1.79,-61.5,-40.9,56.3,21.6,309.4,11.4,274.9,25.2,66.6,-167,109.3,18.13333333,108,13041,241,3039,10002,0.017639754
40740,18-04-2017 18:08:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180825_frame_40740.jpg,35.76134098,-86.38880168,19933.5,19935.4,64985,213.2,203.7,0.699,-280,85.35,85.7,0.3,0.63,0.83,-61.3,-40.6,56.4,21.8,308.7,10.8,271.2,25.2,65.7,-166.9,107.6,18.13333333,108,13041,241,2185,10856,0.01681778
41040,18-04-2017 18:08:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180830_frame_41040.jpg,35.76205205,-86.37717748,19926.9,19927.7,64960,213.2,203.5,0.698,-61,85.64,85.8,0.1,0.98,0.08,-61.1,-40.5,56.5,21.7,309.4,10.9,268.3,25.2,65.1,-166.9,106.2,18.13333333,108,13071,241,756,12315,0.015569536
41340,18-04-2017 18:08:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180835_frame_41340.jpg,35.76273853,-86.36555403,19926.3,19926.1,64970,213,203.5,0.697,76,85.65,85.9,0.2,1.13,-0.05,-61.1,-40.5,56.5,21.7,309.1,10.8,269,25.2,65,-166.8,105.9,18.13333333,108,13071,241,773,12298,0.015569536
41640,18-04-2017 18:08:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180840_frame_41640.jpg,35.76341307,-86.35357297,19928.2,19927.7,64975,212.7,203.1,0.696,99,85.67,85.9,0.2,1.18,0,-60.9,-40.4,56.5,21.6,309.8,10.7,269.7,25.2,65.1,-166.7,105.8,18.13333333,108,13041,241,2724,10317,0.017309009
41940,18-04-2017 18:08:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180845_frame_41940.jpg,35.7640884,-86.34191215,19930.5,19930.1,64985,212.5,203.1,0.696,83,85.68,86,0.2,1.13,0.01,-61,-40.5,56.4,21.6,309,10.5,270.5,25.2,65.1,-166.7,106,18.13333333,108,13011,241,6228,6783,0.021712962
42240,18-04-2017 18:08:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180850_frame_42240.jpg,35.76474127,-86.33025233,19932.4,19932,64990,212.3,203,0.696,88,85.65,86,0.3,1.13,0.05,-60.8,-40.3,56.4,21.5,309.1,10.6,272.2,25.2,65.1,-166.6,106.1,18.13333333,108,13071,241,10359,2712,0.031051465
42540,18-04-2017 18:08:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180855_frame_42540.jpg,35.76539365,-86.31857944,19934.8,19934.3,65000,212.2,203.2,0.696,88,85.72,86.1,0.3,1.08,0.11,-61,-40.4,56.4,21.6,309.8,10.3,273.2,25.2,65.1,-166.5,106.3,18.13333333,108,13071,241,10752,2319,0.03235771
42840,18-04-2017 18:09:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180900_frame_42840.jpg,35.76602255,-86.3069094,19936.5,19936.3,65005,212.1,202.9,0.695,45,85.75,86.2,0.4,1.08,-0.08,-61.1,-40.6,56.4,21.5,308.6,10.5,273.5,25.3,64.9,-166.4,106.2,18.15,108,13041,241,12856,185,0.041950034
43140,18-04-2017 18:09:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180905_frame_43140.jpg,35.76664296,-86.29523509,19938,19937.6,65007.5,212,202.8,0.694,76,85.71,86.2,0.5,1.13,-0.01,-60.8,-40.3,56.4,21.4,309.5,10.7,274.3,25.3,65,-166.4,106.3,18.15,108,13071,241,12976,95,0.042649201
43440,18-04-2017 18:09:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180910_frame_43440.jpg,35.76726432,-86.28354837,19939.9,19939.6,65015,212,202.6,0.694,65,85.72,86.3,0.5,1.16,0.04,-61,-40.5,56.3,21.4,310.5,10.7,276.5,25.3,65.1,-166.3,106.3,18.15,108,13071,241,12256,815,0.038640421
43740,18-04-2017 18:09:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_180915_frame_43740.jpg,35.76786562,-86.27186341,19941.5,19941.2,65020,211.8,202.2,0.693,45,85.78,86.4,0.5,1.13,-0.01,-61,-40.6,56.3,21.3,309,10.9,276,25.3,65,-166.2,106.4,18.15,108,13041,241,11343,1698,0.034492979
44040,18-04-2017 18:09:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_180920_frame_44040.jpg,35.76845925,-86.2605178,19942.6,19942.4,65022.5,211.8,202.2,0.692,37,85.85,86.4,0.5,1.11,-0.15,-60.7,-40.3,56.3,21.3,309.4,11,275.4,25.3,64.8,-166.1,106.3,18.15,108,13041,241,9605,3436,0.028688303
44340,18-04-2017 18:09:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_180925_frame_44340.jpg,35.7690582,-86.2488186,19943.5,19943.4,65027.5,211.7,202,0.692,35,85.86,86.4,0.5,1.1,-0.27,-60.9,-40.5,56.3,21.3,310,11,275.1,25.3,64.7,-166.1,106.3,18.15,108,13041,241,8961,4080,0.026991411
